City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Kostomuksha,RU,64.571,30.5767,34.84,63,20,2.57,few clouds
347,Kalabo,ZM,-14.97,22.6814,56.21,33,0,2.71,clear sky
348,Mortara,IT,45.2473,8.7355,69.31,84,98,14.76,moderate rain
349,Lasa,IT,46.6166,10.7002,57.11,91,8,5.88,clear sky
350,Piacabucu,BR,-10.4056,-36.4344,76.19,78,62,7.83,broken clouds
351,Roma,US,43.2128,-75.4557,61.09,57,20,11.5,few clouds
352,Luganville,VU,-15.5333,167.1667,77.18,68,100,6.22,overcast clouds
353,Lumsden,CA,50.6501,-104.8678,67.17,31,100,15.08,overcast clouds
354,Jawhar,SO,2.7809,45.5005,73.98,90,96,6.73,overcast clouds
355,Saldanha,ZA,-33.0117,17.9442,51.85,84,9,6.73,clear sky
356,Hualmay,PE,-11.0964,-77.6139,66.31,84,58,8.1,broken clouds
357,Nikolskoye,RU,59.7035,30.7861,46.78,78,3,4.38,clear sky
358,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,9.22,scattered clouds
359,Atambua,ID,-9.1061,124.8925,69.04,86,42,4.25,scattered clouds
360,Avera,US,33.194,-82.5271,86.7,29,84,14.23,broken clouds
361,Tavagnacco,IT,46.1272,13.2132,59.61,81,52,5.53,broken clouds
362,Usinsk,RU,65.9939,57.5281,35.33,62,68,7.76,broken clouds
363,Cumana,VE,10.4635,-64.1775,86.09,79,12,12.71,few clouds
364,Margate,GB,51.3813,1.3862,53.31,80,1,1.99,clear sky
365,Sebinkarahisar,TR,40.2883,38.4236,51.49,78,11,3.42,few clouds
366,Bloomfield,US,40.8068,-74.1854,51.78,86,90,5.01,overcast clouds
367,West Wendover,US,40.7391,-114.0733,74.41,8,1,6.91,clear sky
368,Furano,JP,43.2818,142.4743,49.69,99,100,2.44,overcast clouds
369,Petatlan,MX,17.5167,-101.2667,90.82,51,81,7.18,broken clouds
370,Nome,US,64.5011,-165.4064,53.67,26,1,16.11,clear sky
371,Hovd,MN,48.0056,91.6419,45.82,54,40,9.15,scattered clouds
372,Macapa,BR,0.0389,-51.0664,84.18,79,40,4.61,scattered clouds
373,Half Moon Bay,US,37.4636,-122.4286,78.49,75,75,10.36,broken clouds
374,Lincoln,US,40.8,-96.667,67.66,60,1,1.99,clear sky
375,Tabou,CI,4.423,-7.3528,80.67,84,85,8.61,light rain
376,Batemans Bay,AU,-35.7167,150.1833,51.91,73,51,6.69,broken clouds
377,Big Spring,US,32.2504,-101.4787,85.28,59,40,8.01,scattered clouds
378,Ulladulla,AU,-35.35,150.4667,53.1,67,88,11.61,overcast clouds
379,Idah,NG,7.1065,6.7342,77.81,90,95,2.19,overcast clouds
380,Mongar,BT,27.2747,91.2396,60.42,96,82,3.62,broken clouds
381,Nuuk,GL,64.1835,-51.7216,43.41,75,1,16.11,clear sky
382,Mazagao,BR,-0.115,-51.2894,84.25,91,12,3.89,few clouds
383,Zakharovo,RU,54.366,39.2792,57.67,94,100,17.0,overcast clouds
384,Dourdan,FR,48.5277,2.0111,63.45,72,79,8.32,broken clouds
385,Saint-Francois,FR,46.4154,3.9054,59.68,63,0,3.44,clear sky
386,Gushikawa,JP,26.3544,127.8686,69.39,88,75,18.48,light rain
387,Mmathubudukwane,BW,-24.6,26.4333,49.06,27,54,6.22,broken clouds
388,Tam Ky,VN,15.5667,108.4833,82.38,82,88,4.99,overcast clouds
389,Sayyan,YE,15.1718,44.3244,65.57,30,97,1.3,overcast clouds
390,Matara,LK,5.9485,80.5353,78.96,86,76,14.29,broken clouds
391,Komsomolskiy,UZ,40.4272,71.7189,77.72,27,64,4.61,broken clouds
392,Caldas Novas,BR,-17.7417,-48.625,78.31,41,94,2.1,overcast clouds
393,Xining,CN,36.6167,101.7667,50.77,63,71,2.62,broken clouds
394,Choix,MX,26.7092,-108.3219,101.82,11,7,11.1,clear sky
395,Lebork,PL,54.5392,17.7501,49.75,94,7,4.72,clear sky
396,Cowansville,CA,45.2001,-72.7491,65.39,33,20,11.68,few clouds
397,Shubarkuduk,KZ,49.1447,56.4872,68.65,57,0,9.22,clear sky
398,Pasighat,IN,28.0667,95.3333,74.25,97,100,6.44,overcast clouds
399,Agirish,RU,61.9247,63.0231,53.19,96,79,6.64,broken clouds
400,Sunel,IN,24.3667,75.9667,91.47,36,97,15.55,overcast clouds
401,Mende,FR,44.6667,3.5,48.72,98,100,4.16,overcast clouds
402,Torbat-E Jam,IR,35.244,60.6225,80.42,17,0,5.88,clear sky
403,Umm Lajj,SA,25.0213,37.2685,84.33,64,100,17.34,overcast clouds
404,Bud,US,39.447,-86.1758,64.22,58,79,11.9,broken clouds
405,Asia,PH,9.5506,122.5164,80.6,82,90,1.68,overcast clouds
406,Port-Cartier,CA,50.0334,-66.8654,52.93,49,10,7.38,clear sky
407,Port Shepstone,ZA,-30.7414,30.455,63.12,76,9,7.87,clear sky
408,San Cristobal,VE,7.7669,-72.225,73.58,78,79,1.66,broken clouds
409,Ketchikan,US,55.3422,-131.6461,53.58,60,100,6.33,overcast clouds
410,Capao Bonito,BR,-24.0058,-48.3494,68.88,66,21,3.04,few clouds
411,Port Augusta,AU,-32.5,137.7667,43.7,59,0,2.55,clear sky
412,Tigil,RU,57.8,158.6667,45.59,61,90,5.57,overcast clouds
413,Leo,BF,11.1,-2.1,87.39,42,56,4.03,broken clouds
414,Korla,CN,41.7597,86.1469,72.61,39,83,21.0,broken clouds
415,Siuna,NI,13.7332,-84.7773,93.11,37,22,8.7,few clouds
416,Vilhena,BR,-12.7406,-60.1458,86.22,45,20,5.75,few clouds
417,Dakar,SN,14.6937,-17.4441,72.48,88,40,18.41,scattered clouds
418,Santa Rita,BR,-7.1139,-34.9781,79.47,78,0,4.61,clear sky
419,Richards Bay,ZA,-28.783,32.0377,63.7,86,10,4.79,clear sky
420,Altay,CN,47.8667,88.1167,53.98,48,0,4.21,clear sky
421,Loukhi,RU,66.0764,33.0381,34.34,66,4,5.59,clear sky
422,Nezhinka,RU,51.7676,55.3694,64.56,42,40,6.71,scattered clouds
423,Zima,RU,53.9202,102.0442,37.27,84,100,7.94,overcast clouds
424,Najran,SA,17.4924,44.1277,79.45,18,18,4.05,few clouds
425,Kamaishi,JP,39.2667,141.8833,60.73,68,23,5.55,few clouds
426,Namatanai,PG,-3.6667,152.4333,81.09,80,97,6.49,light rain
427,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,18.41,few clouds
428,Zheleznodorozhnyy,RU,55.7503,38.0042,52.36,87,100,14.58,light rain
429,Kon Tum,VN,14.35,108.0,71.8,96,96,0.29,overcast clouds
430,Den Helder,NL,52.9599,4.7593,51.03,88,41,6.91,scattered clouds
431,Juneau,US,58.3019,-134.4197,51.85,86,90,3.0,overcast clouds
432,Bairiki,KI,1.3292,172.9752,86.0,74,75,14.45,broken clouds
433,Burriana,ES,39.889,-0.085,71.71,50,16,3.42,few clouds
434,Cabo San Lucas,MX,22.8909,-109.9124,102.51,23,20,11.5,few clouds
435,Scalea,IT,39.813,15.7956,62.35,72,45,2.86,scattered clouds
436,Russellville,US,35.2784,-93.1338,72.07,52,75,8.05,broken clouds
437,Concepcion,CL,-36.827,-73.0498,57.0,62,40,9.22,scattered clouds
438,Ulaangom,MN,49.9811,92.0667,46.62,40,79,3.38,broken clouds
439,Amaraji,BR,-8.3831,-35.4525,74.05,87,15,4.36,few clouds
440,Pedro Ii,BR,-4.4247,-41.4586,75.99,64,92,2.95,overcast clouds
441,Conceicao Do Araguaia,BR,-8.2578,-49.2647,87.93,51,0,1.45,clear sky
442,Nanchong,CN,30.7951,106.0847,68.94,81,100,1.36,overcast clouds
443,Broken Hill,AU,-31.95,141.4333,35.31,80,21,5.75,few clouds
444,Bathsheba,BB,13.2167,-59.5167,84.81,58,40,15.82,scattered clouds
445,Whitehorse,CA,60.7161,-135.0538,55.02,43,90,18.99,overcast clouds
446,Along,IN,28.1667,94.7667,72.61,98,94,1.25,overcast clouds
447,Itarema,BR,-2.9248,-39.9167,79.93,80,89,12.86,overcast clouds
448,Owando,CG,-0.4819,15.8999,77.09,74,90,2.33,overcast clouds
449,Webuye,KE,0.6075,34.7697,65.61,91,79,5.08,broken clouds
450,Havre,FR,49.5833,0.3333,61.23,72,0,10.74,clear sky
451,Road Town,VG,18.4167,-64.6167,84.29,74,40,10.36,scattered clouds
452,Fort Nelson,CA,58.8053,-122.7002,65.79,27,75,6.91,broken clouds
453,Tucurui,BR,-3.7661,-49.6725,79.88,70,55,3.91,broken clouds
454,Pescara,IT,42.3333,13.95,67.71,68,100,3.89,overcast clouds
455,Grenada,ES,37.1882,-3.6067,72.48,60,20,1.01,few clouds
456,Shaunavon,CA,49.6501,-108.4181,56.98,32,100,17.36,overcast clouds
457,Martin,US,27.0837,-80.4164,88.99,56,8,1.99,clear sky
458,Zyryanka,RU,65.75,150.85,54.1,44,0,23.09,clear sky
459,Evensk,RU,61.95,159.2333,43.41,70,100,2.21,overcast clouds
460,Northam,GB,51.0333,-4.2167,60.3,74,31,5.93,scattered clouds
461,Gao,ML,16.6362,1.637,92.12,6,17,10.58,few clouds
462,Genhe,CN,50.7833,121.5167,45.57,86,87,2.42,overcast clouds
463,Morehead,US,37.2711,-87.1764,57.83,79,90,1.01,overcast clouds
464,Lyantonde,UG,-0.4031,31.1572,64.06,87,32,3.69,scattered clouds
465,Manono,CD,-7.3,27.4167,66.51,42,63,3.67,broken clouds
466,Deputatskiy,RU,69.3,139.9,47.95,47,27,19.64,scattered clouds
467,Beloha,MG,-25.1667,45.05,63.75,80,0,5.35,clear sky
468,Murray Bridge,AU,-35.1167,139.2667,49.46,75,0,6.69,clear sky
469,Batagay-Alyta,RU,67.8006,130.4114,43.18,58,25,15.86,scattered clouds
470,Orguz,BA,43.7739,16.8639,57.99,82,97,8.32,overcast clouds
471,Zhigansk,RU,66.7697,123.3711,52.47,45,1,7.87,clear sky
472,Srednekolymsk,RU,67.45,153.6833,56.43,36,14,13.91,few clouds
473,Chara,RU,56.9064,118.2631,50.81,66,68,1.83,broken clouds
474,Dunda,TZ,-8.1167,34.25,58.1,86,34,2.89,scattered clouds
475,Grimma,DE,51.2333,12.7167,51.3,94,59,5.06,broken clouds
476,Maputo,MZ,-25.9653,32.5892,66.22,83,0,3.44,clear sky
477,Sorong,ID,-0.8833,131.25,80.02,87,100,14.09,light rain
478,Pontal Do Parana,BR,-25.6533,-48.5128,82.06,93,19,8.84,few clouds
479,Bida,NG,9.0833,6.0167,79.61,71,85,7.9,overcast clouds
480,Yerbogachen,RU,61.2767,108.0108,40.6,73,68,7.74,broken clouds
481,Ipixuna,BR,-1.7625,-48.8043,84.15,82,99,2.93,overcast clouds
482,Bambari,CF,5.768,20.6757,73.04,83,100,1.92,light rain
483,Ciudad Bolivar,VE,8.1222,-63.5497,85.33,58,87,11.21,overcast clouds
484,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,55.36,75,0,5.28,clear sky
485,Wanning,CN,18.8003,110.3967,81.0,90,100,9.51,overcast clouds
486,Bairnsdale,AU,-37.8333,147.6167,34.7,76,0,2.95,clear sky
487,Poplar Bluff,US,36.757,-90.3929,60.39,70,90,1.99,overcast clouds
488,Flinders,AU,-34.5833,150.8552,54.37,69,94,5.01,overcast clouds
489,Hammerfest,NO,70.6634,23.6821,41.45,87,90,26.46,overcast clouds
490,Rio Grande,BR,-32.035,-52.0986,54.95,61,5,19.53,clear sky
491,Marzuq,YE,14.4,46.4667,80.73,39,4,3.44,clear sky
492,Nabire,ID,-3.3667,135.4833,77.47,92,100,2.84,overcast clouds
493,Gazli,UZ,40.1333,63.45,87.06,19,0,8.86,clear sky
494,Corinto,GR,37.9407,22.9573,72.75,81,7,2.19,clear sky
495,Ewa Beach,US,21.3156,-158.0072,83.57,57,1,11.99,clear sky
496,Iqaluit,CA,63.7506,-68.5145,29.93,74,90,17.27,overcast clouds
497,Caravelas,BR,-17.7125,-39.2481,75.36,85,65,6.67,broken clouds
498,Vostok,RU,46.4856,135.8833,44.44,86,100,2.21,moderate rain
499,Pinheiro Machado,BR,-31.5783,-53.3811,48.78,79,2,9.42,clear sky
500,Ocos,GT,14.5094,-92.1933,91.9,69,81,9.64,broken clouds
501,Esna,EG,25.2934,32.554,87.08,24,96,11.63,overcast clouds
502,Santa Maria Del Oro,MX,25.9333,-105.3667,93.09,11,55,8.03,broken clouds
503,Charlestown,AU,-32.95,151.6667,54.73,79,96,3.0,overcast clouds
504,Dipalpur,PK,30.6709,73.6529,91.9,30,7,7.56,clear sky
505,Payo,ID,-3.7508,103.6372,71.56,98,99,2.04,overcast clouds
506,Moose Factory,CA,51.2585,-80.6094,62.6,42,1,13.8,clear sky
507,Khanpur,PK,28.6453,70.6567,96.64,35,0,16.08,clear sky
508,Baruun-Urt,MN,46.6806,113.2792,46.83,75,48,7.58,scattered clouds
509,Freeport,US,40.6576,-73.5832,51.78,89,90,4.0,light rain
510,Olfen,DE,51.7,7.4,54.54,83,16,3.47,few clouds
511,High Rock,BS,26.6208,-78.2833,84.22,68,0,10.74,clear sky
512,Faya,SA,18.3851,42.4509,69.91,38,100,0.83,overcast clouds
513,Bardiyah,LY,31.7561,25.0865,71.67,64,21,10.27,few clouds
514,Aleksandrovka,UA,46.8383,32.7612,59.34,80,1,12.37,clear sky
515,Iraray,PH,8.9936,118.0511,78.84,85,100,4.23,overcast clouds
516,Micheweni,TZ,-4.9667,39.8333,75.36,85,28,8.37,light rain
517,Bambanglipuro,ID,-7.95,110.2833,59.61,89,100,3.94,overcast clouds
518,Trapani,IT,37.8333,12.6667,69.93,100,0,3.2,clear sky
519,Iquique,CL,-20.2208,-70.1431,64.44,83,76,5.77,broken clouds
520,Okha,RU,53.5739,142.9478,36.77,90,100,14.54,overcast clouds
521,Quatre Cocos,MU,-20.2078,57.7625,74.08,83,51,6.31,light rain
522,Eyl,SO,7.9803,49.8164,79.2,79,51,18.86,broken clouds
523,Sao Miguel,BR,-5.4667,-35.3667,79.57,79,2,14.03,clear sky
524,Matehuala,MX,23.65,-100.65,87.48,29,51,11.83,broken clouds
525,Rabo De Peixe,PT,37.8,-25.5833,63.91,82,75,7.72,broken clouds
526,Fulton,US,33.7668,-84.4499,75.38,53,75,1.01,broken clouds
527,Bermeo,ES,43.4209,-2.7215,63.41,89,100,6.15,overcast clouds
528,Lahaina,US,20.8783,-156.6825,83.95,72,13,6.26,few clouds
529,Vertientes,CU,21.2594,-78.1464,74.01,67,82,3.74,moderate rain
530,Chateau-Gontier,FR,47.8333,-0.7,64.62,74,85,7.0,overcast clouds
531,Yumen,CN,40.2833,97.2,63.39,39,3,2.28,clear sky
532,Puerto Carreno,CO,6.189,-67.4859,83.48,74,91,2.84,overcast clouds
533,Nhulunbuy,AU,-12.2333,136.7667,75.81,78,40,9.22,scattered clouds
534,Ballina,AU,-28.8667,153.5667,55.36,76,75,13.8,broken clouds
535,Manali,IN,13.1667,80.2667,87.08,80,68,13.15,broken clouds
536,Olavarria,AR,-36.8927,-60.3225,41.31,73,9,7.52,clear sky
537,Rawson,AR,-43.3002,-65.1023,45.03,41,8,11.56,clear sky
538,Arroyo,ES,41.6096,-4.7969,63.14,82,0,8.93,clear sky
539,Taber,CA,49.8167,-112.1518,67.05,30,91,3.44,overcast clouds
540,Baghdad,IQ,33.3406,44.4009,82.31,24,0,7.4,clear sky
541,Kyshtovka,RU,56.555,76.6271,54.14,87,70,6.89,broken clouds
542,Vigia Del Fuerte,CO,6.5789,-76.8863,78.78,92,88,1.9,overcast clouds
543,Newport,GB,51.5877,-2.9984,60.91,80,44,7.76,scattered clouds
544,Borovskoy,KZ,53.8,64.15,61.54,33,76,8.16,broken clouds
545,Gubkinskiy,RU,64.434,76.5026,50.99,60,100,23.8,overcast clouds
546,Saint-Pierre,RE,-21.3393,55.4781,69.44,66,0,6.91,clear sky
547,Bull Savanna,JM,17.8868,-77.5902,79.66,73,24,8.37,light rain
548,Gagnoa,CI,6.1293,-5.9437,74.52,97,65,3.87,broken clouds
549,Westport,US,41.1415,-73.3579,51.35,89,100,1.01,overcast clouds
550,Panjakent,TJ,39.4952,67.6093,73.2,42,0,8.68,clear sky
551,Khasan,RU,42.4308,130.6434,53.98,80,81,4.29,broken clouds
552,Sechura,PE,-5.5569,-80.8222,75.42,66,63,15.41,broken clouds
553,Solwezi,ZM,-12.1688,26.3894,51.62,59,2,2.51,clear sky
554,Chimoio,MZ,-19.1164,33.4833,62.46,55,0,2.39,clear sky
555,The Valley,AI,18.217,-63.0578,84.06,69,40,14.97,scattered clouds
556,Chicama,PE,-7.8447,-79.1469,64.94,82,66,8.61,broken clouds
557,Plettenberg Bay,ZA,-34.0527,23.3716,57.36,85,70,11.36,light rain
558,Kargat,RU,55.1956,80.2811,55.13,55,94,5.57,overcast clouds
559,Gwadar,PK,25.1216,62.3254,83.89,82,14,10.63,few clouds
560,Touros,BR,-5.1989,-35.4608,79.7,79,7,13.8,clear sky
561,Portland,US,45.5234,-122.6762,81.55,39,20,5.01,few clouds
562,Keita,NE,14.7551,5.7749,95.0,14,42,3.42,scattered clouds
563,Rabak,SD,13.1809,32.74,94.3,25,0,7.31,clear sky
564,Santa Luzia,BR,-19.7697,-43.8514,79.7,52,0,3.76,clear sky
565,Quesnel,CA,52.9999,-122.5029,63.1,34,1,3.44,clear sky
566,Panacan,PH,9.2463,118.4082,80.71,84,100,3.18,overcast clouds
567,Skorodnoye,RU,51.071,37.2276,64.29,93,100,5.06,overcast clouds
568,Victoria Point,AU,-27.5833,153.3,63.09,80,100,1.01,overcast clouds
569,Oregon City,US,45.3573,-122.6068,82.58,41,1,1.01,clear sky
570,Chornyanka,UA,46.6522,33.359,62.91,86,18,11.56,few clouds
571,Vicksburg,US,32.3526,-90.8779,79.81,51,1,10.2,clear sky
572,Marondera,ZW,-18.1853,31.5519,49.51,35,0,3.69,clear sky
573,Mount Isa,AU,-20.7333,139.5,46.17,53,0,5.75,clear sky
574,Buchanan,LR,5.8808,-10.0467,78.76,84,99,7.49,overcast clouds
575,Geraldton,AU,-28.7667,114.6,63.01,72,40,16.22,scattered clouds
576,Cochrane,CA,51.1834,-114.4687,66.38,27,75,9.51,broken clouds
577,Gonen,TR,40.1049,27.654,59.67,88,2,0.65,clear sky
578,Muli,MV,2.9167,73.5667,83.88,71,98,20.92,overcast clouds
579,Vaijapur,IN,19.9167,74.7333,74.05,64,100,1.41,overcast clouds
580,Tilichiki,RU,60.4667,166.1,41.65,75,100,5.84,overcast clouds
581,Brodokalmak,RU,55.5748,62.082,61.7,46,17,8.84,few clouds
582,Beyla,GN,8.6833,-8.6333,70.95,91,68,3.33,light rain
583,Verkhnyaya Inta,RU,65.9811,60.3094,38.66,71,100,1.3,overcast clouds
584,Kenmare,IE,51.8833,-9.5833,49.5,92,39,1.66,scattered clouds
585,Lashio,MM,22.9333,97.75,71.64,78,88,0.69,overcast clouds
586,Sakaiminato,JP,35.55,133.2333,57.18,88,75,2.3,broken clouds
587,Asau,RO,46.4333,26.4,54.52,99,96,2.37,light rain
588,Lompoc,US,34.6391,-120.4579,71.02,69,90,18.41,overcast clouds
589,Krasnovishersk,RU,60.4078,57.082,52.18,99,80,1.77,broken clouds
590,Yaan,NG,7.3833,8.5667,80.82,72,58,6.91,broken clouds
591,Rio Cuarto,AR,-33.1307,-64.3499,55.17,35,0,4.61,clear sky
592,Hay River,CA,60.8156,-115.7999,55.38,47,75,4.61,broken clouds
593,Lakatoro,VU,-16.0999,167.4164,74.39,66,89,5.84,overcast clouds
594,Naryan-Mar,RU,67.6713,53.087,31.84,82,89,12.75,overcast clouds
595,Mandalgovi,MN,45.7625,106.2708,45.41,56,25,10.31,scattered clouds
596,Opuwo,NA,-18.0607,13.84,61.75,29,1,5.75,clear sky
597,Bouafle,CI,6.9904,-5.7442,84.22,93,54,3.44,broken clouds
598,Biak,ID,-0.9131,122.8766,75.83,86,80,5.91,broken clouds
599,Tiffin,US,41.1145,-83.178,62.62,43,98,17.16,overcast clouds
600,Nehe,CN,48.4833,124.8333,54.55,75,63,5.06,broken clouds
601,Inuvik,CA,68.3499,-133.7218,33.84,72,90,5.75,overcast clouds
602,Rawlins,US,41.7911,-107.2387,72.03,9,1,14.97,clear sky
603,Ito,JP,34.9667,139.0833,70.74,80,90,3.71,overcast clouds
604,Cosala,MX,24.4125,-106.6908,84.11,23,14,9.46,few clouds
605,Fallon,US,39.4735,-118.7774,83.98,10,75,8.05,broken clouds
606,Khorramshahr,IR,30.4397,48.1664,87.76,23,0,0.0,clear sky
607,Auki,SB,-8.7676,160.7034,79.03,84,100,1.52,light rain
608,Viru,PE,-8.4167,-78.75,65.5,80,62,6.22,broken clouds
609,Mersing,MY,2.4312,103.8405,76.91,94,99,4.61,overcast clouds
610,Linqiong,CN,30.4159,103.4609,67.82,84,100,2.35,light rain
611,Vila,PT,42.0304,-8.1588,56.34,89,78,3.44,broken clouds
612,Viedma,AR,-40.8135,-62.9967,47.25,44,12,14.99,few clouds
613,Allanton,GB,55.7833,-2.2167,56.44,75,7,4.38,clear sky
614,Elesbao Veloso,BR,-6.2019,-42.1403,81.39,40,14,3.67,few clouds
615,Rovaniemi,FI,66.5,25.7167,44.01,65,0,9.22,clear sky
616,Gambela,ET,8.25,34.5833,72.77,81,12,3.94,few clouds
617,Kaeo,NZ,-35.1,173.7833,53.33,98,86,8.16,overcast clouds
618,Huarmey,PE,-10.0681,-78.1522,67.23,84,55,7.81,broken clouds
619,Homer,US,59.6425,-151.5483,50.07,87,90,0.0,light rain
620,Marshalltown,US,42.0494,-92.908,65.08,50,13,9.06,few clouds
621,Matagami,CA,49.7502,-77.6328,59.11,18,1,3.11,clear sky
622,Xambioa,BR,-6.4111,-48.5364,79.21,73,64,2.82,broken clouds
623,Yairipok,IN,24.6667,94.0667,70.23,86,63,1.59,broken clouds
624,Yasothon,TH,15.75,104.1333,79.92,82,95,6.49,overcast clouds
625,Salinopolis,BR,-0.6136,-47.3561,78.28,87,28,8.55,scattered clouds
626,Kharp,RU,66.8014,65.8081,35.8,77,18,5.93,few clouds
627,Poum,NC,-20.2333,164.0167,71.47,58,68,17.52,broken clouds
628,Malatya,TR,38.5,38.0,60.85,42,0,5.21,clear sky
629,La Libertad,EC,-2.2333,-80.9,73.06,83,90,10.2,overcast clouds
630,Waw,SS,7.7029,27.9953,80.58,55,20,5.06,few clouds
631,Rincon,US,32.296,-81.2354,89.56,49,75,1.01,broken clouds
632,Krasnaya Gorka,RU,55.1962,56.6673,59.74,66,63,3.56,light rain
633,Gboko,NG,7.3179,8.9951,80.92,73,36,10.2,scattered clouds
634,Smoky Lake,CA,54.1169,-112.4686,68.49,30,51,11.41,broken clouds
635,Joshimath,IN,30.5667,79.5667,65.97,86,98,2.42,overcast clouds
636,Mandali,IQ,33.7499,45.5541,89.83,12,0,10.11,clear sky
637,Dhamtari,IN,20.7072,81.5497,89.22,31,98,4.83,overcast clouds
638,Lamar,US,33.6668,-95.5836,80.26,61,40,5.64,scattered clouds
639,Vilcun,CL,-38.65,-72.2333,47.14,82,96,2.24,overcast clouds
640,Yerky,UA,48.9906,30.9882,52.48,95,42,7.9,scattered clouds
641,Letterkenny,IE,54.95,-7.7333,50.72,95,18,2.35,few clouds
642,Gambiran,ID,-6.7988,111.4951,74.8,91,100,2.39,overcast clouds
643,Buraydah,SA,26.326,43.975,90.05,12,20,7.38,few clouds
644,Mirskoy,RU,45.5439,40.3998,59.54,93,100,10.67,moderate rain
645,West Bay,KY,19.3667,-81.4167,86.07,73,20,1.99,few clouds
646,Tieling,CN,42.2931,123.8414,58.41,64,85,7.2,overcast clouds
647,Nago,JP,26.5881,127.9761,70.23,92,100,13.87,light rain
648,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,70,40,9.93,scattered clouds
649,Ozinki,RU,51.1786,49.6769,62.15,84,71,5.97,broken clouds
650,Nipawin,CA,53.3668,-104.0009,66.24,30,20,23.02,few clouds
651,Gazojak,TM,41.1875,61.4036,87.71,17,0,10.76,clear sky
652,Barrhead,GB,55.7992,-4.3929,56.84,84,16,1.01,few clouds
653,Rockland,US,41.1668,-74.0496,50.25,87,100,1.01,overcast clouds
654,Bhandaria,BD,22.4861,90.0609,81.16,85,10,5.91,clear sky
655,Santa Maria,BR,-29.6842,-53.8069,60.1,67,0,4.32,clear sky
656,Balezino,RU,57.9796,53.0106,57.07,96,100,0.76,overcast clouds
657,Parfino,RU,57.9731,31.6481,41.58,68,4,7.56,clear sky
658,Egvekinot,RU,66.3167,-179.1667,39.54,47,66,4.14,broken clouds
659,Brokopondo,SR,4.75,-55.1667,77.76,89,95,8.5,overcast clouds
660,Sibolga,ID,1.7427,98.7792,76.32,89,74,3.42,broken clouds
661,Canico,PT,32.6333,-16.85,69.71,84,40,13.89,scattered clouds
662,Nanakuli,US,21.3906,-158.1547,83.57,56,1,5.41,clear sky
663,Valparaiso,CL,-33.0393,-71.6273,65.32,63,0,13.8,clear sky
664,Takoradi,GH,4.8845,-1.7554,80.76,84,86,7.85,overcast clouds
665,Bouca,CF,6.5105,18.2733,72.9,91,100,4.81,overcast clouds
666,Rio De Janeiro,BR,-22.9028,-43.2075,80.91,83,40,13.8,scattered clouds
667,Ashta,IN,23.0167,76.7167,87.8,43,86,9.93,overcast clouds
668,Jalalabad,AF,34.4265,70.4515,84.02,26,20,3.67,few clouds
669,Mao,ES,39.8885,4.2658,64.96,88,0,4.61,clear sky
670,Bilibino,RU,68.0546,166.4372,50.61,43,94,2.19,overcast clouds
671,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,57,1,17.27,clear sky
672,Aksu,CN,41.1231,80.2644,72.64,30,13,0.49,few clouds
673,Sinazongwe,ZM,-17.2614,27.4618,63.1,38,0,2.1,clear sky
674,Marshall,US,34.3834,-86.3333,67.96,70,75,5.99,broken clouds
675,Garanhuns,BR,-8.8903,-36.4928,61.03,94,47,4.81,scattered clouds
676,Axim,GH,4.8699,-2.2405,80.13,85,74,8.05,broken clouds
677,Tungor,RU,53.3808,142.9564,37.47,89,100,14.07,overcast clouds
678,Quang Ngai,VN,15.1167,108.8,78.48,81,68,4.52,broken clouds
679,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,75,9.06,broken clouds
680,Abu Zabad,SD,12.35,29.25,89.15,33,1,8.63,clear sky
681,Pacific Grove,US,36.6177,-121.9166,79.07,82,90,3.0,overcast clouds
682,Saint-Gaudens,FR,43.0833,0.6667,65.93,97,50,3.18,scattered clouds
683,Padang,ID,-0.9492,100.3543,77.25,77,100,3.78,overcast clouds
684,Chiredzi,ZW,-21.05,31.6667,61.05,33,0,2.37,clear sky
685,Podor,MR,16.6527,-14.9587,91.35,35,0,4.61,clear sky
686,Grand-Santi,GF,4.25,-54.3833,74.53,98,95,2.75,light rain
687,Baiyin,CN,36.5583,104.2081,56.28,28,54,5.01,broken clouds
688,Thinadhoo,MV,0.5333,72.9333,83.53,73,58,19.86,broken clouds
689,San Juan Del Cesar,CO,10.7711,-73.0031,88.36,50,96,4.29,overcast clouds
690,Trinidad,BO,-14.8333,-64.9,87.78,62,75,2.3,broken clouds
691,Puerto El Triunfo,SV,13.2833,-88.55,94.12,68,87,10.25,overcast clouds
692,Tambovka,RU,50.0969,128.0489,44.71,85,95,6.73,overcast clouds
693,Gorontalo,ID,0.5412,123.0595,75.16,93,97,1.39,overcast clouds
694,San Policarpo,PH,12.1791,125.5072,79.39,89,86,4.61,overcast clouds
695,Bonfim,BR,3.0833,-59.95,79.16,84,79,7.67,broken clouds
696,Isfana,KG,39.8386,69.5306,68.56,42,8,7.4,clear sky
697,Hermiston,US,45.8404,-119.2895,79.45,21,1,6.91,clear sky
